	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag		Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast90	13	19.069	9.5946	28.7059	97.438	9.30995	7.01E+01	31.4797	0.00E+00								
cast90	14	20.498	9.5854	29.4326	97.14444	9.31487	5.47E+01	31.4541	0.00E+00								
cast90	15	21.922	9.5802	30.0181	97.04276	9.31685	4.29E+01	31.448	0.00E+00								
cast90	16	23.382	9.5785	31.2154	96.90359	9.31781	3.35E+01	31.45	0.00E+00								
cast90	17	24.865	9.5789	31.5255	96.51983	9.31817	2.64E+01	31.4464	0.00E+00								
cast90	18	26.349	9.5763	31.6758	96.21935	9.31827	2.13E+01	31.4427	0.00E+00								
cast90	19	27.831	9.574	31.4462	96.23081	9.31897	1.74E+01	31.4436	0.00E+00								
cast90	20	29.261	9.5729	31.5649	96.25788	9.31988	1.44E+01	31.4329	0.00E+00								
cast90	21	30.68	9.5714	31.6028	95.66101	9.32032	1.18E+01	31.4313	0.00E+00								
cast90	22	32.069	9.5724	31.8282	94.5745	9.32052	9.68E+00	31.431	0.00E+00								
cast90	23	33.444	9.5737	31.847	93.70195	9.3203	7.63E+00	31.4304	0.00E+00								
cast90	24	34.824	9.5814	32.0459	93.28995	9.31805	6.95E+00	31.462	0.00E+00								
cast90	25	36.413	9.6001	31.8469	93.32253	9.31392	5.70E+00	31.4732	0.00E+00								
cast90	26	38.007	9.5991	32.1186	93.79428	9.31127	4.78E+00	31.4769	0.00E+00								
cast90	27	39.481	9.5768	31.7774	92.77019	9.3151	4.11E+00	31.4698	0.00E+00								
cast90	28	40.942	9.5926	31.6887	92.57682	9.31397	3.56E+00	31.5028	0.00E+00								
cast90	29	42.493	9.5947	32.3631	92.84153	9.31241	3.13E+00	31.4669	0.00E+00								
cast90	30	43.893	9.5854	32.099	92.91448	9.31516	2.81E+00	31.4648	0.00E+00								
cast90	31	45.308	9.5745	32.1543	93.983	9.31626	2.54E+00	31.4614	0.00E+00								
cast90	32	46.655	9.5479	32.1008	94.33714	9.32136	2.32E+00	31.4588	0.00E+00								
cast90	33	47.744	9.7253	32.4962	86.94435	9.28631	2.07E+00	31.5236	0.00E+00								
cast100	1	1.963	10.0052	32.115	91.63015	9.21574	2.09E+03	30.9676	0.00E+00								
cast100	2	3.326	9.8658	30.3687	92.25187	9.26217	1.30E+03	31.1682	0.00E+00								
cast100	3	4.746	9.7695	30.1746	91.63146	9.28012	9.40E+02	31.2173	0.00E+00								
cast100	4	6.044	9.6987	31.3291	90.31167	9.29442	7.87E+02	31.2381	0.00E+00								
cast100	5	7.361	9.663	31.3217	90.18117	9.30437	5.80E+02	31.2932	0.00E+00								
cast100	6	8.785	9.6412	31.3472	91.10532	9.30911	4.60E+02	31.3249	0.00E+00								
cast100	7	10.258	9.62	31.6071	92.13801	9.31345	3.89E+02	31.326	0.00E+00								
cast100	8	11.737	9.6094	31.6508	93.13442	9.31796	2.99E+02	31.3207	0.00E+00								
cast100	9	13.231	9.6103	31.7283	93.90746	9.31967	2.44E+02	31.3122	0.00E+00								
cast100	10	14.746	9.6033	31.9114	94.16266	9.32072	2.01E+02	31.2951	0.00E+00								
cast100	11	16.19	9.5971	32.1176	93.85779	9.32303	1.64E+02	31.2854	0.00E+00								
cast100	12	17.554	9.5936	32.2372	93.20439	9.32438	1.34E+02	31.2783	0.00E+00								
cast100	13	18.953	9.586	32.3166	92.61887	9.32581	1.09E+02	31.2706	0.00E+00								
cast100	14	20.394	9.5818	32.3958	92.30835	9.32724	8.98E+01	31.2706	0.00E+00								
cast100	15	21.821	9.5597	32.3564	92.29423	9.32834	7.39E+01	31.2696	0.00E+00								
cast100	16	23.348	9.5481	32.2768	92.43189	9.33212	6.05E+01	31.2972	0.00E+00								
cast100	17	24.879	9.5473	32.3045	92.55763	9.33265	4.98E+01	31.3056	0.00E+00								
cast100	18	26.394	9.5453	32.2907	92.67577	9.33311	4.08E+01	31.3077	0.00E+00								
cast100	19	27.882	9.5536	32.2805	92.92031	9.33354	3.36E+01	31.3056	0.00E+00								
cast100	20	29.36	9.5681	32.3533	93.18229	9.33172	2.83E+01	31.2901	0.00E+00								
cast100	21	30.819	9.5629	32.3581	93.19803	9.33034	2.35E+01	31.275	0.00E+00								
cast100	22	32.203	9.5585	32.5771	92.64602	9.33178	1.97E+01	31.2749	0.00E+00								
cast100	23	33.545	9.5527	32.4127	91.38727	9.33273	1.66E+01	31.2742	0.00E+00								
cast100	24	34.872	9.5453	32.1959	89.57944	9.33386	1.39E+01	31.2765	0.00E+00								
cast100	25	36.192	9.54	32.2548	88.21725	9.3349	1.17E+01	31.2881	0.00E+00								
cast100	26	37.982	9.5471	32.3459	89.62141	9.33303	9.67E+00	31.3159	0.00E+00								
cast100	27	39.681	9.5342	32.8228	91.80971	9.33405	8.25E+00	31.298	0.00E+00								
cast100	28	41.118	9.524	32.9333	92.41084	9.3367	7.09E+00	31.309	0.00E+00								
cast100	29	42.526	9.5203	32.7347	92.22459	9.33774	6.14E+00	31.3107	0.00E+00								
cast100	30	43.9	9.5205	32.6368	91.60489	9.33838	5.36E+00	31.3097	0.00E+00								
cast100	31	45.236	9.5169	32.5139	91.17116	9.33847	4.71E+00	31.3089	0.00E+00								
cast100	32	46.575	9.5158	32.2219	90.94319	9.33901	4.16E+00	31.3139	0.00E+00								
cast100	33	47.849	9.5148	32.4496	90.00748	9.33891	3.70E+00	31.3148	0.00E+00								
cast100	34	48.952	9.5397	32.5863	86.1902	9.33378	3.27E+00	31.3273	0.00E+00								
cast101	1	1.685	11.1344	27.7515	92.06372	8.93677	2.44E+03	29.7472	0.00E+00								
cast101	2	3.072	10.6028	27.9792	89.2865	9.10085	1.34E+03	31.0115	0.00E+00								
cast101	3	4.441	10.3654	29.1798	88.21748	9.14178	9.45E+02	31.3812	0.00E+00								
cast101	4	5.733	10.2266	29.2821	89.73993	9.16393	7.46E+02	31.6087	0.00E+00								
cast101	5	6.889	10.1835	29.4236	88.47426	9.18585	5.98E+02	31.6096	0.00E+00								
cast101	6	8.825	10.5111	29.9029	84.37643	9.11377	4.57E+02	31.897	0.00E+00								
cast101	7	10.375	9.9496	30.0291	85.70601	9.21811	3.94E+02	31.7095	0.00E+00								
cast101	8	11.826	9.8332	30.2165	91.6008	9.24821	3.23E+02	31.5756	0.00E+00								
cast101	9	13.195	9.7139	30.1774	90.77953	9.2808	2.69E+02	31.4747	0.00E+00								
cast101	10	14.682	9.6687	30.4752	91.75157	9.29381	2.29E+02	31.4895	0.00E+00								
cast101	11	16.153	9.6144	30.8796	91.76115	9.30535	1.93E+02	31.4604	0.00E+00								
cast101	12	17.605	9.5857	30.7084	91.40287	9.31332	1.65E+02	31.4719	0.00E+00								
cast101	13	19.038	9.5588	30.7357	90.23964	9.3185	1.34E+02	31.4565	0.00E+00								
cast101	14	20.422	9.5306	30.8543	87.9206	9.3237	1.14E+02	31.4779	0.00E+00								
cast101	15	22.077	9.5216	31.024	89.32754	9.32264	9.57E+01	31.5605	0.00E+00								
cast101	16	23.761	9.4792	32.0193	92.15418	9.33179	8.21E+01	31.452	0.00E+00								
cast101	17	25.107	9.4431	31.0457	91.90974	9.34103	6.98E+01	31.461	0.00E+00								
cast101	18	26.449	9.4139	31.1517	91.56972	9.34673	5.93E+01	31.4645	0.00E+00								
cast101	19	27.822	9.3879	31.1304	91.20555	9.35151	4.96E+01	31.4862	0.00E+00								
cast101	20	29.266	9.3741	30.907	91.03278	9.35509	4.13E+01	31.5058	0.00E+00								
cast101	21	30.744	9.3613	30.9098	91.06045	9.35709	3.50E+01	31.5137	0.00E+00								
cast101	22	32.215	9.3472	30.9756	90.53173	9.35967	2.99E+01	31.5188	0.00E+00								
cast101	23	33.63	9.3348	31.0215	90.00633	9.36227	2.55E+01	31.5206	0.00E+00								
cast101	24	35.109	9.3157	31.4345	90.38065	9.3639	2.18E+01	31.5439	0.00E+00								
cast101	25	36.742	9.2809	31.2883	91.11581	9.36894	1.86E+01	31.5444	0.00E+00								
cast101	26	38.179	9.2512	31.8042	91.29489	9.37544	1.61E+01	31.5554	0.00E+00								
cast101	27	39.62	9.2366	31.9758	91.07112	9.37959	1.39E+01	31.5648	0.00E+00								
cast101	28	40.993	9.2223	31.8286	90.60422	9.3823	1.21E+01	31.5649	0.00E+00								
cast101	29	42.38	9.209	31.8025	89.89008	9.38493	1.05E+01	31.5722	0.00E+00								
cast101	30	43.78	9.1958	31.726	89.30957	9.38719	9.08E+00	31.5802	0.00E+00								
cast101	31	45.305	9.1847	31.4487	89.42825	9.38915	7.91E+00	31.5992	0.00E+00								
cast101	32	46.941	9.1733	31.9492	89.85959	9.39098	6.99E+00	31.604	0.00E+00								
cast101	33	48.483	9.1565	31.8432	89.9709	9.39389	6.22E+00	31.6014	0.00E+00								
cast101	34	49.894	9.1473	31.7083	89.86313	9.39702	5.56E+00	31.6	0.00E+00								
cast101	35	51.251	9.1402	31.4668	89.76054	9.39833	4.99E+00	31.6026	0.00E+00								
cast101	36	52.662	9.1355	31.9723	89.74108	9.39958	4.50E+00	31.6058	0.00E+00								
cast101	37	54.11	9.1346	32.2908	89.62904	9.40018	4.07E+00	31.6095	0.00E+00								
cast101	38	55.597	9.1322	31.8246	89.55786	9.40025	3.70E+00	31.6096	0.00E+00								
cast101	39	57.013	9.1293	31.8391	89.56172	9.40095	3.40E+00	31.6101	0.00E+00								
cast101	40	58.338	9.1275	31.7642	89.3828	9.40146	3.15E+00	31.6079	0.00E+00								
cast101	41	59.54	9.1258	31.8262	88.42401	9.40201	2.92E+00	31.607	0.00E+00								
cast101	42	60.52	9.1253	31.714	87.14866	9.40226	2.73E+00	31.6068	0.00E+00								
cast101	43	61.22	9.1351	31.3514	86.21601	9.40221	1.74E+00	31.6097	0.00E+00								
cast110	1	1.811	9.7214	30.5948	88.34393	9.27018	5.77E+02	31.2099	0.00E+00								
cast110	2	3.149	9.6549	23.3575	86.39669	9.30212	2.55E+02	31.4231	0.00E+00								
cast110	3	4.584	9.6661	23.8896	85.9218	9.30137	2.03E+02	31.4516	0.00E+00								
cast110	4	6.005	9.666	23.9601	86.5829	9.29961	1.68E+02	31.4463	0.00E+00								
cast110	5	7.476	9.6523	23.8889	88.68409	9.30248	1.42E+02	31.4216	0.00E+00								
cast110	6	9	9.6374	23.6734	91.55231	9.30626	1.19E+02	31.412	0.00E+00								
cast110	7	10.509	9.6166	22.5036	93.4327	9.31175	1.01E+02	31.3691	0.00E+00								
cast110	8	11.955	9.5909	22.2553	94.1776	9.31766	8.71E+01	31.3407	0.00E+00								
cast110	9	13.403	9.5735	22.0171	94.27387	9.32294	7.60E+01	31.3357	0.00E+00								
cast110	10	14.819	9.5677	21.5606	94.18981	9.32603	6.66E+01	31.3339	0.00E+00								
cast110	11	16.202	9.5634	21.4627	94.01605	9.32801	5.84E+01	31.3207	0.00E+00								
cast110	12	17.6	9.5593	24.7915	93.83879	9.32911	5.11E+01	31.3162	0.00E+00								
cast110	13	18.995	9.5557	25.3421	93.71311	9.33016	4.47E+01	31.3124	0.00E+00								
cast110	14	20.319	9.5534	30.8845	-9.99E-29	9.33113	3.89E+01	31.3083	0.00E+00								
cast110	15	21.577	9.5515	31.7877	-9.99E-29	9.33184	3.38E+01	31.3044	0.00E+00								
cast110	16	22.757	9.5468	31.704	-9.99E-29	9.33254	2.93E+01	31.2992	0.00E+00								
cast110	17	23.772	9.5441	31.5865	-9.99E-29	9.33353	2.55E+01	31.2986	0.00E+00								
cast110	18	24.552	9.5444	31.5841	-9.99E-29	9.33401	2.22E+01	31.303	0.00E+00								
