	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast5	43	62.929	8.9229	35.0764	90.54601	9.51975	1.55E+00	30.3864	0.00E+00	43	62.967	9.105	33.470	90.507	9.454	1.558	30.830
cast5	44	64.381	8.9266	35.1105	90.14489	9.51919	1.55E+00	30.385	0.00E+00	44	64.420	9.095	33.508	90.548	9.455	1.558	30.842
cast5	45	65.884	8.9207	35.1867	90.32624	9.51914	1.55E+00	30.3838	0.00E+00	45	65.880	9.086	33.494	90.655	9.456	1.557	30.855
cast5	46	67.354	8.9037	35.2416	90.38693	9.52137	1.55E+00	30.3951	0.00E+00	46	67.326	9.078	33.497	90.442	9.457	1.556	30.866
cast5	47	68.808	8.8962	35.0842	89.76641	9.52354	1.55E+00	30.4058	0.00E+00	47	68.782	9.073	33.507	90.308	9.458	1.556	30.876
cast5	48	70.188	8.8922	35.0823	89.32047	9.52415	1.55E+00	30.4071	0.00E+00	48	70.274	9.068	33.553	90.497	9.459	1.556	30.883
cast5	49	71.724	8.8821	35.349	90.15579	9.52535	1.55E+00	30.4193	0.00E+00	49	71.757	9.059	33.684	90.829	9.459	1.557	30.894
cast5	50	73.355	8.864	35.2634	90.96738	9.52725	1.55E+00	30.4282	0.00E+00	50	73.177	9.051	33.654	90.748	9.461	1.556	30.903
cast5	51	74.714	8.8451	35.0956	89.68544	9.53045	1.55E+00	30.4473	0.00E+00	51	74.638	9.087	33.552	90.215	9.455	1.556	30.867
cast5	52	76.028	8.8372	35.0864	88.87846	9.53247	1.55E+00	30.4611	0.00E+00	52	76.062	9.081	33.488	89.904	9.456	1.555	30.877
cast5	53	77.575	8.8276	35.0723	89.72347	9.53318	1.55E+00	30.4723	0.00E+00	53	77.575	9.076	33.429	90.262	9.457	1.559	30.886
cast5	54	79.028	8.8081	35.089	89.64725	9.53585	1.55E+00	30.4943	0.00E+00	54	79.124	9.071	33.523	90.613	9.458	1.556	30.893
cast5	55	80.457	8.806	35.1396	89.71833	9.53733	1.55E+00	30.5036	0.00E+00	55	80.559	9.067	33.503	90.496	9.458	1.556	30.898
cast5	56	82.01	8.8041	35.1562	90.4356	9.53729	1.55E+00	30.5039	0.00E+00	56	81.994	9.063	33.632	90.389	9.459	1.555	30.903
cast5	57	83.21	8.7906	35.1315	-9.99E-29	9.53825	1.55E+00	30.5094	0.00E+00	57	83.408	9.059	33.546	90.047	9.459	1.555	30.908
cast5	58	84.102	8.7776	35.0984	-9.99E-29	9.54047	1.55E+00	30.5248	0.00E+00	58	84.808	9.055	33.517	89.696	9.460	1.555	30.914
cast8	1	1.671	9.5822	39.4837	88.25348	9.39006	1.97E+02	29.8093	0.00E+00	59	86.269	9.071	33.458	89.413	9.454	1.551	30.951
cast8	2	3.026	9.548	31.6215	85.46169	9.41097	9.19E+01	29.9758	0.00E+00	60	87.631	9.071	33.470	88.277	9.454	1.517	30.956
cast8	3	4.504	9.557	34.1178	85.56368	9.41002	7.25E+01	30.0184	0.00E+00	61	89.291	8.997	33.568	90.523	9.469	1.558	30.967
cast8	4	5.841	9.4688	34.3891	84.04532	9.41837	6.22E+01	29.9691	0.00E+00	62	90.753	8.994	33.461	90.615	9.470	1.555	30.971
cast8	5	7.327	9.4121	34.5482	84.57473	9.43069	5.47E+01	30.0806	0.00E+00	63	92.207	8.992	33.477	90.711	9.470	1.556	30.973
cast8	6	8.888	9.3487	34.7549	88.64216	9.4414	4.69E+01	30.0689	0.00E+00	64	93.603	8.992	33.491	89.683	9.470	1.551	30.975
cast8	7	10.306	9.2629	34.7666	90.22321	9.4555	3.89E+01	30.0997	0.00E+00	65	94.973	8.864	33.609	89.975	9.489	1.553	31.101
cast8	8	11.58	9.2205	34.7472	88.25361	9.4663	3.14E+01	30.1429	0.00E+00	66	96.739	8.941	33.457	91.045	9.474	1.562	31.078
cast8	9	12.945	9.196	34.7343	85.20963	9.47112	2.40E+01	30.2026	0.00E+00	67	98.044	8.939	33.549	90.689	9.475	1.554	31.075
cast8	10	14.627	9.1912	34.7158	87.27266	9.46997	1.88E+01	30.2452	0.00E+00	68	99.432	8.938	33.671	90.448	9.475	1.555	31.077
cast8	11	16.164	9.1347	34.7448	90.47369	9.47992	1.51E+01	30.2167	0.00E+00	69	100.754	8.937	33.493	89.839	9.475	1.556	31.081
cast8	12	17.627	9.0659	34.7162	90.79839	9.48995	1.15E+01	30.2743	0.00E+00	70	102.263	8.998	33.434	89.139	9.463	1.555	31.068
cast8	13	19.039	9.0199	34.7726	90.40344	9.49696	8.98E+00	30.3488	0.00E+00	71	103.642	9.090	33.570	89.323	9.446	1.552	31.018
cast8	14	20.49	8.9866	34.75	90.01878	9.50359	7.07E+00	30.3852	0.00E+00	72	105.064	9.142	33.500	89.511	9.438	1.551	30.985
cast8	15	21.947	8.9725	34.7526	89.94861	9.507	5.57E+00	30.3991	0.00E+00	73	106.782	8.941	33.785	89.367	9.471	1.556	31.126
cast8	16	23.551	8.9318	34.8539	90.89758	9.50995	4.52E+00	30.4269	0.00E+00	74	108.367	9.106	33.822	90.791	9.438	1.558	31.109
cast8	17	25.027	8.8543	34.968	91.08209	9.51925	3.83E+00	30.4944	0.00E+00	75	109.753	9.106	34.234	90.529	9.437	1.556	31.108
cast8	18	26.378	8.7968	35.0008	90.63023	9.52908	3.25E+00	30.5611	0.00E+00	76	111.162	9.106	34.208	90.553	9.437	1.557	31.110
cast8	19	27.769	8.7586	34.9312	89.99306	9.53561	2.83E+00	30.6236	0.00E+00	77	112.563	9.106	34.410	89.409	9.437	1.556	31.110
cast8	20	29.247	8.7285	34.8325	89.62254	9.54046	2.51E+00	30.672	0.00E+00	78	113.747	9.106	34.000	87.812	9.437	1.548	31.110
cast8	21	30.739	8.7177	34.8109	89.85723	9.54325	2.28E+00	30.7021	0.00E+00	79	114.897	9.113	34.379	82.582	9.436	1.548	31.123
cast8	22	32.25	8.7194	34.8392	90.30831	9.54285	2.10E+00	30.7182	0.00E+00	80	115.950	9.015	33.982	92.291	9.459	1.556	31.053
cast8	23	33.748	8.7073	34.9415	90.47818	9.5428	1.97E+00	30.7194	0.00E+00	81	116.689	9.015	33.976	93.590	9.459	1.074	31.050
cast8	24	35.205	8.6613	34.8397	90.47072	9.54647	1.88E+00	30.7524	0.00E+00								
cast8	25	36.607	8.6205	34.8573	89.96252	9.55294	1.80E+00	30.8102	0.00E+00								
cast8	26	38.013	8.5825	34.9054	89.61885	9.55827	1.74E+00	30.8639	0.00E+00								
cast8	27	39.564	8.5547	34.9639	90.13595	9.56253	1.70E+00	30.9188	0.00E+00								
cast8	28	41.041	8.5248	35.0383	90.35862	9.56555	1.67E+00	30.9565	0.00E+00								
cast8	29	42.4	8.4854	35.0879	89.89113	9.56922	1.64E+00	31.0115	0.00E+00								
cast8	30	43.875	8.454	35.0507	89.86954	9.57468	1.63E+00	31.0693	0.00E+00								
cast8	31	45.484	8.4402	35.0556	90.41692	9.57782	1.61E+00	31.0946	0.00E+00								
cast8	32	46.965	8.4204	35.0777	90.74859	9.57953	1.60E+00	31.1072	0.00E+00								
cast8	33	48.35	8.3959	35.2381	90.63186	9.58291	1.59E+00	31.1396	0.00E+00								
cast8	34	49.716	8.3824	35.2284	90.07907	9.58565	1.58E+00	31.1581	0.00E+00								
cast8	35	51.141	8.361	34.9855	89.54402	9.58768	1.58E+00	31.1871	0.00E+00								
cast8	36	52.708	8.3602	35.1336	89.77672	9.59027	1.57E+00	31.2021	0.00E+00								
cast8	37	54.277	8.3655	35.0331	90.49219	9.58972	1.57E+00	31.1932	0.00E+00								
cast8	38	55.743	8.357	35.1274	90.72244	9.58935	1.57E+00	31.1893	0.00E+00								
cast8	39	57.13	8.3426	35.1621	90.3523	9.59146	1.56E+00	31.2062	0.00E+00								
cast8	40	58.492	8.3367	35.127	89.83373	9.59317	1.56E+00	31.2172	0.00E+00								
cast8	41	59.924	8.3367	35.384	89.71579	9.59366	1.56E+00	31.2225	0.00E+00								
cast8	42	61.445	8.3372	35.2241	89.98811	9.59347	1.56E+00	31.2224	0.00E+00								
cast8	43	62.963	8.3367	35.0742	90.07059	9.5935	1.56E+00	31.2214	0.00E+00								
cast8	44	64.453	8.3345	34.9925	90.21079	9.5937	1.56E+00	31.2225	0.00E+00								
cast8	45	65.94	8.332	35.0386	90.33309	9.59417	1.56E+00	31.2241	0.00E+00								
cast8	46	67.376	8.3311	35.1206	90.17685	9.59456	1.56E+00	31.2239	0.00E+00								
cast8	47	68.77	8.3302	35.6016	89.53079	9.59475	1.56E+00	31.2233	0.00E+00								
cast8	48	70.151	8.3299	35.3361	88.98794	9.59485	1.55E+00	31.2243	0.00E+00								
cast8	49	71.683	8.329	35.2196	89.19315	9.59478	1.56E+00	31.2268	0.00E+00								
cast8	50	73.226	8.3266	35.3283	89.50424	9.59509	1.56E+00	31.2295	0.00E+00								
cast8	51	74.722	8.3233	35.2771	89.92195	9.59545	1.55E+00	31.2314	0.00E+00								
cast8	52	76.214	8.3188	35.2144	90.35529	9.59601	1.55E+00	31.235	0.00E+00								
cast8	53	77.655	8.3147	35.1842	89.83638	9.59682	1.55E+00	31.2397	0.00E+00								
cast8	54	79.004	8.3131	35.1665	88.60207	9.59723	1.55E+00	31.2408	0.00E+00								
cast8	55	80.452	8.3131	35.1216	88.4047	9.59738	1.55E+00	31.244	0.00E+00								
cast8	56	82.037	8.3137	35.2578	89.39131	9.59722	1.55E+00	31.2433	0.00E+00								
cast8	57	83.482	8.3112	35.0673	89.33823	9.59742	1.55E+00	31.2423	0.00E+00								
cast8	58	84.851	8.2978	35.1953	88.89117	9.59816	1.55E+00	31.2512	0.00E+00								
cast8	59	86.366	8.2777	35.1473	89.57218	9.60082	1.55E+00	31.2791	0.00E+00								
cast8	60	87.964	8.2601	35.1021	90.45527	9.60353	1.55E+00	31.2993	0.00E+00								
cast8	61	89.331	8.2537	35.6041	89.94709	9.60546	1.55E+00	31.308	0.00E+00								
cast8	62	90.626	8.2426	35.7908	89.41686	9.60648	1.55E+00	31.3217	0.00E+00								
cast8	63	91.999	8.2392	35.7023	-9.99E-29	9.60773	1.55E+00	31.331	0.00E+00								
cast8	64	93.154	8.237	35.3403	-9.99E-29	9.60796	1.55E+00	31.3328	0.00E+00								
cast8	65	93.965	8.2336	35.1893	-9.99E-29	9.60877	1.55E+00	31.3278	0.00E+00								
cast16	1	1.541	12.0334	26.5624	88.63226	8.95662	2.11E+03	27.6232	0.00E+00								
cast16	2	3.065	11.7287	29.8632	90.51205	9.07364	1.05E+03	28.3047	0.00E+00								
cast16	3	4.407	11.3877	31.7427	89.59099	9.10024	8.02E+02	28.2663	0.00E+00								
cast16	4	5.705	10.9224	31.9081	84.30215	9.17662	4.90E+02	28.8449	0.00E+00								
cast16	5	7.355	10.8944	32.3875	86.44387	9.18971	3.10E+02	28.9051	0.00E+00								
cast16	6	8.867	10.4613	32.665	87.29256	9.28268	2.06E+02	28.7527	0.00E+00								
cast16	7	10.196	10.3757	32.8399	86.25615	9.30647	1.33E+02	28.8586	0.00E+00								
cast16	8	11.629	10.3466	32.9832	83.34791	9.30137	8.32E+01	29.0539	0.00E+00								
cast16	9	13.176	10.3428	33.0516	79.98615	9.29575	5.89E+01	29.2386	0.00E+00								
cast16	10	14.747	10.3222	33.0443	89.22594	9.3012	4.01E+01	29.0569	0.00E+00								
cast16	11	16.1	10.0752	33.0061	94.37172	9.34618	2.88E+01	28.919	0.00E+00								
cast16	12	17.361	9.9685	32.9891	86.30774	9.3653	2.11E+01	29.254	0.00E+00								
cast16	13	19.282	9.9601	32.9189	85.0565	9.34995	1.45E+01	29.53	0.00E+00								
cast16	14	20.63	9.6992	32.9214	92.94413	9.38553	1.19E+01	29.5193	0.00E+00								
cast16	15	21.756	9.5968	32.9734	88.05211	9.40517	8.75E+00	29.8126	0.00E+00								
cast16	16	23.511	9.5857	32.9906	84.69757	9.39879	6.39E+00	30.0908	0.00E+00								
cast16	17	25.116	9.5195	33.0111	93.63114	9.41419	5.52E+00	29.9211	0.00E+00								
cast16	18	26.214	9.4727	33.0032	89.32482	9.42318	4.35E+00	29.9931	0.00E+00								
cast16	19	27.698	9.4649	33.0277	85.69691	9.4227	3.43E+00	30.0981	0.00E+00								
cast16	20	29.57	9.4519	33.0835	91.37551	9.42573	2.97E+00	30.0535	0.00E+00								
cast16	21	30.707	9.426	33.0742	88.95654	9.43225	2.59E+00	30.0512	0.00E+00								
cast16	22	32.048	9.4223	33.0856	87.41893	9.432	2.26E+00	30.0944	0.00E+00								
cast16	23	33.861	9.4209	33.14	90.73759	9.43063	2.06E+00	30.1065	0.00E+00								
cast16	24	35.219	9.3789	33.0925	89.65079	9.43734	1.94E+00	30.0897	0.00E+00								
cast16	25	36.419	9.2848	33.1111	87.28886	9.44511	1.82E+00	30.1849	0.00E+00								
cast16	26	37.955	9.2165	33.1131	86.20143	9.45672	1.76E+00	30.3831	0.00E+00								
cast16	27	39.493	9.1492	33.1337	85.10106	9.46378	1.64E+00	30.4062	0.00E+00								
cast16	28	41.071	9.133	33.1003	85.37238	9.46434	1.65E+00	30.4836	0.00E+00								
cast16	29	42.362	9.0556	33.2344	86.58269	9.48337	1.62E+00	30.466	0.00E+00								
cast16	30	43.982	9.0416	33.2129	83.60522	9.48143	1.60E+00	30.6025	0.00E+00								
cast16	31	45.292	9.0202	33.1855	88.13599	9.49043	1.59E+00	30.5006	0.00E+00								
cast16	32	46.955	9.0278	33.1583	86.42664	9.48555	1.57E+00	30.4939	0.00E+00								
cast16	33	48.093	9.0004	33.206	84.58683	9.49328	1.57E+00	30.5371	0.00E+00								
cast19	1	1.614	9.9879	38.2192	93.69293	9.3458	1.36E+02	29.3157	0.00E+00								
cast19	2	2.932	9.9544	29.733	90.69123	9.36174	7.13E+01	29.3972	0.00E+00								
cast19	3	4.977	9.9416	32.6234	91.25197	9.36548	5.87E+01	29.4111	0.00E+00								
cast19	4	6.389	9.9293	32.5857	92.46432	9.3666	4.52E+01	29.3969	0.00E+00								
cast19	5	7.672	9.9122	32.6792	92.93696	9.36827	3.52E+01	29.4149	0.00E+00								
cast19	6	9.015	9.9004	32.7357	93.05294	9.37039	2.76E+01	29.4362	0.00E+00								
cast19	7	10.335	9.8949	32.8589	92.71915	9.37184	2.11E+01	29.4486	0.00E+00								
cast19	8	11.645	9.8933	32.8931	91.94317	9.37258	1.59E+01	29.4557	0.00E+00								
cast19	9	12.951	9.8932	32.9805	90.78231	9.37218	1.21E+01	29.4666	0.00E+00								
cast19	10	14.363	9.8845	32.9987	89.50837	9.37125	9.22E+00	29.4828	0.00E+00								
cast19	11	15.914	9.8637	33.0752	89.4026	9.37258	7.10E+00	29.5093	0.00E+00								
cast19	12	17.621	9.8492	33.185	90.90837	9.37575	5.58E+00	29.5302	0.00E+00								
cast19	13	19.268	9.8363	33.125	91.78335	9.37798	4.46E+00	29.5352	0.00E+00								
cast19	14	20.759	9.8225	32.8496	91.9114	9.37997	3.63E+00	29.542	0.00E+00								
cast19	15	22.136	9.7707	33.0519	91.76036	9.38069	3.05E+00	29.5732	0.00E+00								
cast19	16	23.446	9.6652	33.291	91.48205	9.38057	2.65E+00	29.754	0.00E+00								
cast19	17	24.759	9.5855	33.3034	91.18145	9.3921	2.38E+00	29.9291	0.00E+00								
cast19	18	26.166	9.5328	33.3297	91.14837	9.40346	2.18E+00	30.0208	0.00E+00								
cast19	19	27.709	9.4685	33.4232	91.30409	9.41025	2.03E+00	30.1183	0.00E+00								
cast19	20	29.356	9.4026	33.4649	91.3682	9.415	1.92E+00	30.2863	0.00E+00								
cast19	21	30.853	9.3419	33.5831	91.232	9.42062	1.84E+00	30.3928	0.00E+00								
cast19	22	32.27	9.1824	33.5617	91.18754	9.42801	1.77E+00	30.4732	0.00E+00								
cast19	23	33.682	8.9807	33.5293	91.26945	9.45629	1.72E+00	30.6011	0.00E+00								
cast19	24	35.127	8.8509	33.5612	91.29197	9.48884	1.69E+00	30.7593	0.00E+00								
cast19	25	36.597	8.7901	33.5906	91.30174	9.50899	1.67E+00	30.862	0.00E+00								
cast19	26	38.055	8.7631	33.7434	91.28665	9.51768	1.65E+00	30.9058	0.00E+00								
cast19	27	39.477	8.7443	33.7674	91.16764	9.5213	1.63E+00	30.9198	0.00E+00								
cast19	28	40.906	8.7262	33.9209	90.99572	9.52456	1.62E+00	30.9332	0.00E+00								
cast19	29	42.374	8.7069	33.873	90.94639	9.52755	1.61E+00	30.95	0.00E+00								
cast19	30	43.921	8.6729	33.8193	91.0447	9.53101	1.60E+00	30.9674	0.00E+00								
cast19	31	45.401	8.638	33.6944	91.18063	9.53731	1.59E+00	30.9934	0.00E+00								
cast19	32	46.805	8.6114	33.7959	90.85453	9.54251	1.59E+00	31.0191	0.00E+00								
cast19	33	48.187	8.5794	33.9343	89.78355	9.54684	1.58E+00	31.0416	0.00E+00								
cast19	34	49.576	8.5539	33.7751	88.50254	9.55213	1.58E+00	31.0729	0.00E+00								
cast19	35	51.083	8.5421	33.7469	88.24541	9.5555	1.58E+00	31.1003	0.00E+00								
cast19	36	52.754	8.5349	33.8194	89.69814	9.55663	1.57E+00	31.1136	0.00E+00								
cast19	37	54.384	8.5222	33.7489	91.11546	9.55865	1.57E+00	31.1122	0.00E+00								
cast19	38	55.817	8.5127	33.759	91.53213	9.56105	1.57E+00	31.1124	0.00E+00								
cast19	39	57.125	8.5081	33.7693	90.91673	9.56264	1.56E+00	31.1134	0.00E+00								
cast19	40	58.382	8.5068	33.6916	89.03095	9.56338	1.56E+00	31.1132	0.00E+00								
cast19	41	59.712	8.5061	33.8266	86.48109	9.56337	1.56E+00	31.1182	0.00E+00								
cast19	42	61.326	8.5068	33.9538	86.03924	9.56222	1.57E+00	31.1386	0.00E+00								
cast19	43	63.125	8.5045	34.0051	89.30205	9.56238	1.56E+00	31.1326	0.00E+00								
cast19	44	64.615	8.4939	33.9725	91.136	9.5641	1.56E+00	31.1239	0.00E+00								
cast19	45	65.933	8.4872	34.1914	90.98626	9.566	1.56E+00	31.1276	0.00E+00								
cast19	46	67.277	8.4836	34.1753	90.24253	9.56693	1.56E+00	31.1317	0.00E+00								
cast19	47	68.722	8.4825	33.9688	89.53507	9.56734	1.56E+00	31.1364	0.00E+00								
cast19	48	70.255	8.4829	34.0559	89.32064	9.56729	1.56E+00	31.1382	0.00E+00								
cast19	49	71.832	8.4825	34.2276	89.95146	9.56732	1.56E+00	31.1372	0.00E+00								
cast19	50	73.309	8.4801	34.0753	90.37601	9.56775	1.56E+00	31.1338	0.00E+00								
cast19	51	74.679	8.478	33.9383	90.07134	9.56832	1.56E+00	31.1329	0.00E+00								
cast19	52	76.055	8.4772	33.9506	89.56622	9.56862	1.56E+00	31.1343	0.00E+00								
cast19	53	77.527	8.4775	33.9765	89.81145	9.56858	1.56E+00	31.1368	0.00E+00								
cast19	54	79.163	8.4776	34.021	90.07754	9.56837	1.56E+00	31.137	0.00E+00								
cast19	55	80.543	8.4748	34.007	89.75253	9.5688	1.56E+00	31.1337	0.00E+00								
cast19	56	81.918	8.4738	33.9774	89.52152	9.56919	1.56E+00	31.1367	0.00E+00								
cast19	57	83.424	8.4726	34.0552	89.64488	9.56918	1.56E+00	31.1395	0.00E+00								
cast19	58	84.947	8.4706	34.0981	90.10825	9.56937	1.56E+00	31.1425	0.00E+00								
cast19	59	86.506	8.4691	34.0417	90.68607	9.56963	1.56E+00	31.1444	0.00E+00								
cast19	60	88.035	8.467	34.0726	91.08111	9.5699	1.56E+00	31.1458	0.00E+00								
cast19	61	89.465	8.4649	34.0849	91.07333	9.57032	1.56E+00	31.1454	0.00E+00								
cast19	62	90.838	8.457	33.9772	90.91502	9.57082	1.56E+00	31.1468	0.00E+00								
cast19	63	92.216	8.4501	34.1766	90.69832	9.57229	1.56E+00	31.1539	0.00E+00								
cast19	64	93.648	8.4475	34.3295	90.78156	9.57319	1.56E+00	31.1595	0.00E+00								
cast19	65	95.198	8.4453	34.0133	90.80277	9.57339	1.56E+00	31.1615	0.00E+00								
cast19	66	96.622	8.4378	34.0411	89.89734	9.57406	1.56E+00	31.1637	0.00E+00								
cast19	67	97.855	8.4357	34.0634	87.82107	9.57515	1.56E+00	31.1678	0.00E+00								
cast19	68	99.128	8.4352	34.0122	85.80359	9.57519	1.56E+00	31.174	0.00E+00								
cast19	69	101.085	8.4423	34.0349	87.57177	9.57314	1.56E+00	31.195	0.00E+00								
cast19	70	102.758	8.4379	34.3804	90.71925	9.57423	1.56E+00	31.1665	0.00E+00								
cast19	71	103.828	8.4337	34.3722	90.15995	9.57536	1.56E+00	31.1683	0.00E+00								
cast19	72	104.907	8.434	34.3497	88.72679	9.57577	1.56E+00	31.1717	0.00E+00								
