	Depth	Pressure	Temp deg. C	Fluorescence 	Oxygen % Sat	Oxygen mg/l	PAR	Salinity	flag	Depth [m]	Pressure [psi]	Temp deg. C	Chlor a [mg/m^3]	Oxygen % Sat	Oxygen mg/l	PAR	Salinity [PSU]
cast13	9	13.271	8.6485	28.5452	94.11251	9.49837	2.58E+02	31.4415	0.00E+00	40	58.5665625	9.035875	33.390225	91.27749688	9.43395125	2.54466875	31.40281875
cast13	10	14.675	8.5959	28.7197	93.79405	9.51624	2.07E+02	31.4704	0.00E+00	41	60.055125	9.03414375	33.56154375	91.30962625	9.433934375	2.41931875	31.4045875
cast13	11	16.062	8.5716	28.8121	93.00639	9.52417	1.72E+02	31.4769	0.00E+00	42	61.5269375	9.0324375	33.56625	91.4171225	9.43432125	2.30635625	31.4061375
cast13	12	17.451	8.5589	28.8099	91.56514	9.52832	1.46E+02	31.4798	0.00E+00	43	62.98975	9.0315375	33.6391375	91.48825313	9.434461875	2.20736875	31.40724375
cast13	13	18.903	8.5545	29.3566	90.38728	9.52976	1.23E+02	31.4877	0.00E+00	44	64.399125	9.0296625	33.633775	91.08787563	9.434849375	2.1236125	31.4062875
cast13	14	20.495	8.5531	29.2387	90.94676	9.52982	1.02E+02	31.4952	0.00E+00	45	65.829125	9.0287	33.54618125	90.71228438	9.43508625	2.0502875	31.40746875
cast13	15	22.099	8.5437	29.4807	91.9461	9.53171	8.75E+01	31.481	0.00E+00	46	67.2973125	9.02655625	33.4597625	90.81268438	9.435315	1.987125	31.4081625
cast13	16	23.537	8.5286	29.4672	91.89781	9.53506	7.57E+01	31.4632	0.00E+00	47	68.7435625	9.0254	33.40589375	90.68151188	9.4355725	1.93284375	31.41041875
cast13	17	24.897	8.5105	29.4762	91.26436	9.53892	6.42E+01	31.4569	0.00E+00	48	70.2043125	9.02403125	33.57528125	90.52028063	9.435765	1.8852875	31.4116875
cast13	18	26.291	8.5009	29.3788	90.61656	9.54167	5.47E+01	31.468	0.00E+00	49	71.676375	9.024125	33.5414875	90.52508938	9.435868125	1.843475	31.412725
cast13	19	27.785	8.4888	29.5214	90.57511	9.54352	4.69E+01	31.4669	0.00E+00	50	73.18993333	9.046013333	33.49595333	90.98877867	9.431788	1.819846667	31.40269333
cast13	20	29.269	8.4597	29.8015	90.56199	9.54923	4.03E+01	31.4483	0.00E+00	51	74.5612	9.04512	33.39672667	90.873514	9.432011333	1.78836	31.40188
cast13	21	30.748	8.4524	29.8461	90.3472	9.55282	3.49E+01	31.4637	0.00E+00	52	75.83466667	9.04878	33.47746	90.40482	9.431867333	1.752713333	31.40391333
cast13	22	32.25	8.4518	29.7723	90.73992	9.55385	3.01E+01	31.4655	0.00E+00	53	77.45830769	8.97	33.73771538	90.61841	9.446436923	1.760438462	31.42370769
cast13	23	33.766	8.447	29.6754	91.26612	9.55447	2.60E+01	31.4517	0.00E+00	54	78.80515385	8.970276923	33.78557692	89.92078667	9.446382308	1.734338462	31.42469231
cast13	24	35.201	8.4404	29.8329	91.20806	9.55633	2.26E+01	31.4483	0.00E+00	55	80.22608333	8.942933333	33.870775	89.60986091	9.452375833	1.681075	31.42295833
cast13	25	36.571	8.4371	29.9265	90.83715	9.55751	1.98E+01	31.4465	0.00E+00	56	81.727	9.0045	33.66476	89.844563	9.442143	1.62843	31.3851
cast13	26	38.024	8.4392	29.9868	90.74272	9.55756	1.72E+01	31.4512	0.00E+00	57	83.391625	8.9716625	33.435375	91.18753375	9.44826375	1.6465875	31.389425
cast13	27	39.556	8.4436	30.046	91.11234	9.55693	1.50E+01	31.4493	0.00E+00	58	84.78675	8.9715625	33.4730375	91.04028	9.4483225	1.6353	31.3893
cast13	28	41.083	8.443	30.316	91.11795	9.55666	1.33E+01	31.4421	0.00E+00	59	86.097375	8.9714125	33.56275	90.36373625	9.44836375	1.625075	31.389025
cast13	29	42.455	8.4382	30.189	90.71239	9.55781	1.17E+01	31.4337	0.00E+00	60	87.325125	8.979	33.64295	88.17578625	9.4467175	1.8528	31.3951375
cast13	30	43.817	8.4351	30.1902	90.35236	9.55857	1.03E+01	31.4362	0.00E+00	61	88.57683333	8.9813	33.8166	87.25650167	9.448805	1.520983333	31.35893333
cast13	31	45.276	8.4296	30.312	90.15377	9.55925	9.03E+00	31.4376	0.00E+00	62	90.304	9.0793	32.99386667	87.23374333	9.432763333	1.5754	31.27853333
cast13	32	46.843	8.4249	30.1441	90.2421	9.56052	7.98E+00	31.4403	0.00E+00	63	91.5665	9.38595	33.7034	90.621315	9.3768	1.5651	31.13415
cast13	33	48.398	8.4214	31.2772	90.44413	9.56121	7.11E+00	31.4406	0.00E+00	64	92.8015	9.3964	33.2805	88.9967	9.37497	7.50575	31.1433
cast13	34	49.854	8.4179	30.9571	90.51486	9.56193	6.39E+00	31.4418	0.00E+00	65	94.08	9.524	32.959	91.54967	9.34697	1.5527	31.1549
cast13	35	51.28	8.4171	30.6792	90.44612	9.56246	5.76E+00	31.4418	0.00E+00	66	94.564	9.5257	33.1309	90.83458	9.34668	2.1085	31.1555
cast13	36	52.704	8.4167	30.6157	90.31235	9.56236	5.21E+00	31.4449	0.00E+00								
cast13	37	54.126	8.4172	30.9895	90.11305	9.56242	4.72E+00	31.4454	0.00E+00								
cast13	38	55.569	8.4217	30.9926	89.8243	9.56117	4.29E+00	31.4607	0.00E+00								
cast13	39	57.036	8.4324	31.0122	89.46721	9.55675	3.92E+00	31.5048	0.00E+00								
cast13	40	58.579	8.438	31.0799	89.57257	9.55507	3.60E+00	31.5022	0.00E+00								
cast13	41	60.126	8.4442	30.9223	89.70427	9.55171	3.34E+00	31.5298	0.00E+00								
cast13	42	61.533	8.4422	30.965	89.52857	9.55192	3.12E+00	31.5209	0.00E+00								
cast13	43	62.935	8.4442	30.9996	89.41558	9.5513	2.92E+00	31.5344	0.00E+00								
cast13	44	64.393	8.4468	31.0387	89.40736	9.55042	2.74E+00	31.539	0.00E+00								
cast13	45	65.845	8.4471	31.051	88.98782	9.55013	2.59E+00	31.5375	0.00E+00								
cast13	46	67.26	8.4484	31.0911	88.43639	9.54952	2.46E+00	31.5471	0.00E+00								
cast13	47	68.781	8.4518	31.0365	88.78838	9.54872	2.34E+00	31.5511	0.00E+00								
cast13	48	70.352	8.4516	31.1074	89.58543	9.54834	2.24E+00	31.5481	0.00E+00								
cast13	49	71.836	8.4503	31.1516	90.01523	9.54867	2.16E+00	31.5485	0.00E+00								
cast13	50	73.221	8.4482	31.4369	89.65966	9.54909	2.09E+00	31.5459	0.00E+00								
cast13	51	74.577	8.4471	31.6161	88.43812	9.5497	2.02E+00	31.543	0.00E+00								
cast13	52	75.952	8.448	31.606	87.59507	9.54978	1.96E+00	31.5436	0.00E+00								
cast13	53	77.591	8.4507	31.4365	88.72315	9.54907	1.91E+00	31.5463	0.00E+00								
cast13	54	79.206	8.4507	31.2881	89.46588	9.54872	1.86E+00	31.5468	0.00E+00								
cast13	55	80.631	8.4495	32.1662	89.33775	9.54885	1.82E+00	31.5486	0.00E+00								
cast13	56	82.014	8.4489	31.5958	89.12007	9.5489	1.79E+00	31.5493	0.00E+00								
cast13	57	83.423	8.4487	31.6047	88.85353	9.54914	1.76E+00	31.5483	0.00E+00								
cast13	58	84.813	8.4488	31.744	88.25511	9.54913	1.74E+00	31.5483	0.00E+00								
cast13	59	86.17	8.4488	31.6365	87.54351	9.54917	1.71E+00	31.5483	0.00E+00								
cast13	60	87.717	8.4512	31.7488	88.5994	9.54866	1.69E+00	31.5504	0.00E+00								
cast13	61	89.071	8.4487	32.0018	87.91905	9.54892	1.68E+00	31.5465	0.00E+00								
cast22	62	90.058	8.4663	31.6378	78.07954	9.54468	1.61E+00	31.5666	0.00E+00								
cast22	1	1.695	9.7127	33.0371	92.81857	9.30439	1.32E+03	30.8334	0.00E+00								
cast22	2	3.026	9.6154	28.6208	89.38748	9.33601	8.26E+02	30.9507	0.00E+00								
cast22	3	4.323	9.661	33.1425	84.81263	9.33197	6.25E+02	31.0562	0.00E+00								
cast22	4	5.867	9.6724	34.0289	85.75529	9.31063	4.64E+02	31.0244	0.00E+00								
cast22	5	7.488	9.0517	34.105	89.30438	9.39364	3.52E+02	31.1326	0.00E+00								
cast22	6	8.863	8.8221	34.2831	89.72761	9.46021	2.97E+02	31.4091	0.00E+00								
cast22	7	10.204	8.7269	34.3737	89.09394	9.4853	2.46E+02	31.4793	0.00E+00								
cast22	8	11.527	8.6898	34.7527	86.77064	9.49656	2.04E+02	31.5228	0.00E+00								
cast22	9	13.081	8.6937	34.8458	82.24263	9.49095	1.70E+02	31.6473	0.00E+00								
cast22	10	14.958	8.6781	34.7964	89.10661	9.49614	1.47E+02	31.5762	0.00E+00								
cast22	11	16.295	8.6471	34.8863	92.71221	9.50665	1.29E+02	31.4932	0.00E+00								
cast22	12	17.473	8.6313	34.7027	90.99781	9.51025	1.13E+02	31.513	0.00E+00								
cast22	13	18.82	8.6272	34.6407	89.27226	9.51104	9.67E+01	31.5415	0.00E+00								
cast22	14	20.446	8.6248	34.6224	88.82933	9.51065	8.28E+01	31.5554	0.00E+00								
cast22	15	22.029	8.6173	34.6216	89.30596	9.51225	7.20E+01	31.5524	0.00E+00								
cast22	16	23.538	8.6122	34.6073	89.96832	9.51344	6.30E+01	31.5514	0.00E+00								
cast22	17	25.006	8.6029	34.5639	90.08473	9.51496	5.55E+01	31.5479	0.00E+00								
cast22	18	26.328	8.5897	34.6277	89.27173	9.51714	4.93E+01	31.5516	0.00E+00								
cast22	19	27.708	8.5805	34.8416	88.35747	9.51901	4.36E+01	31.5654	0.00E+00								
cast22	20	29.214	8.5734	34.8217	88.02139	9.52005	3.79E+01	31.5752	0.00E+00								
cast22	21	30.77	8.5645	34.7157	88.24967	9.52139	3.31E+01	31.5831	0.00E+00								
cast22	22	32.318	8.5552	34.3647	89.02178	9.52306	2.92E+01	31.5868	0.00E+00								
cast22	23	33.772	8.5464	34.5007	89.51927	9.52456	2.59E+01	31.5924	0.00E+00								
cast22	24	35.214	8.5407	34.5895	89.53249	9.52591	2.30E+01	31.597	0.00E+00								
cast22	25	36.542	8.5377	34.491	88.40901	9.52656	2.04E+01	31.6	0.00E+00								
cast22	26	37.844	8.539	34.2502	86.70292	9.52625	1.80E+01	31.6101	0.00E+00								
cast22	27	39.49	8.544	34.5861	87.41306	9.52453	1.57E+01	31.6226	0.00E+00								
cast22	28	41.241	8.5429	34.5906	89.0794	9.52465	1.39E+01	31.6108	0.00E+00								
cast22	29	42.489	8.5409	34.4289	88.05987	9.5253	1.25E+01	31.6121	0.00E+00								
cast22	30	43.775	8.5429	34.7327	87.18982	9.52497	1.11E+01	31.6181	0.00E+00								
cast22	31	45.388	8.5473	35.0566	88.07465	9.52364	9.93E+00	31.6241	0.00E+00								
cast22	32	46.934	8.5467	34.6445	87.98852	9.52354	8.94E+00	31.6192	0.00E+00								
cast22	33	48.16	8.5469	34.1865	85.94482	9.52366	8.05E+00	31.6221	0.00E+00								
cast22	34	49.708	8.5518	34.2644	85.57204	9.52192	7.21E+00	31.6379	0.00E+00								
cast22	35	51.724	8.5533	34.2375	90.29538	9.52133	6.58E+00	31.6297	0.00E+00								
cast22	36	52.865	8.5496	34.3817	89.43375	9.52221	6.08E+00	31.6295	0.00E+00								
cast22	37	53.974	8.55	34.4027	87.15905	9.52208	5.56E+00	31.6358	0.00E+00								
cast22	38	55.23	8.5518	34.4186	83.75488	9.52149	5.04E+00	31.6431	0.00E+00								
cast22	39	57.31	8.5567	34.6031	84.50595	9.51936	4.55E+00	31.6587	0.00E+00								
cast22	40	58.896	8.5528	34.3476	89.34108	9.52061	4.27E+00	31.6407	0.00E+00								
cast22	41	60.058	8.551	34.5483	88.20685	9.52107	3.99E+00	31.6445	0.00E+00								
cast22	42	61.313	8.551	34.7705	87.65401	9.52113	3.72E+00	31.648	0.00E+00								
cast22	43	62.841	8.5529	34.6743	87.67476	9.52057	3.46E+00	31.6523	0.00E+00								
cast22	44	64.286	8.553	34.672	85.63586	9.52033	3.24E+00	31.6523	0.00E+00								
cast22	45	65.817	8.5539	34.3915	84.3991	9.51984	3.03E+00	31.6597	0.00E+00								
cast22	46	67.814	8.5539	34.3818	89.49246	9.51985	2.87E+00	31.6532	0.00E+00								
cast22	47	69	8.551	34.564	88.98994	9.52067	2.75E+00	31.6507	0.00E+00								
cast22	48	70.134	8.5502	34.7133	87.03307	9.5209	2.63E+00	31.6521	0.00E+00								
cast22	49	71.332	8.551	34.2469	84.02617	9.52086	2.51E+00	31.6538	0.00E+00								
cast22	50	73.129	8.5538	34.5583	84.45118	9.51987	2.39E+00	31.6607	0.00E+00								
cast22	51	74.901	8.5532	34.684	88.34766	9.52007	2.30E+00	31.6526	0.00E+00								
cast22	52	76.238	8.551	34.3396	88.61149	9.52061	2.23E+00	31.6519	0.00E+00								
cast22	53	77.467	8.5498	34.3802	-9.99E-29	9.52096	2.16E+00	31.6521	0.00E+00								
cast22	54	78.56	8.5501	34.5983	-9.99E-29	9.52102	2.11E+00	31.6525	0.00E+00								
cast22	55	79.506	8.5506	34.0039	-9.99E-29	9.52077	1.67E+00	31.6553	0.00E+00								
cast25	1	1.834	9.2297	32.2387	96.06287	9.26785	1.49E+02	30.6997	0.00E+00								
cast25	2	3.188	9.0105	30.0347	96.60951	9.41072	6.40E+01	31.673	0.00E+00								
cast25	3	4.565	8.9297	27.9164	95.55242	9.42308	6.25E+01	31.7147	0.00E+00								
cast25	4	5.927	8.8085	30.5375	91.21015	9.44854	6.13E+01	31.6635	0.00E+00								
cast25	5	7.322	8.7523	31.9136	87.19314	9.46683	5.93E+01	31.7157	0.00E+00								
cast25	6	8.769	8.7275	32.0868	87.54314	9.46942	6.01E+01	31.8313	0.00E+00								
cast25	7	10.306	8.7104	32.2661	90.72126	9.47418	6.20E+01	31.8199	0.00E+00								
cast25	8	11.802	8.6678	32.3754	92.41318	9.48717	6.37E+01	31.6809	0.00E+00								
cast25	9	13.189	8.6254	32.4483	92.40915	9.50021	6.76E+01	31.6278	0.00E+00								
cast25	10	14.591	8.604	32.6491	91.87725	9.50784	7.25E+01	31.6321	0.00E+00								
cast25	11	16.048	8.5828	32.7697	91.47566	9.51256	7.33E+01	31.6214	0.00E+00								
cast25	12	17.586	8.5689	32.8473	91.65609	9.51749	7.82E+01	31.621	0.00E+00								
cast25	13	19.095	8.5553	32.9465	92.08646	9.52105	8.01E+01	31.598	0.00E+00								
cast25	14	20.538	8.5464	32.9071	91.84514	9.52491	7.95E+01	31.5828	0.00E+00								
cast25	15	21.985	8.5425	33.0164	91.56721	9.52681	7.47E+01	31.5754	0.00E+00								
cast25	16	23.443	8.542	33.193	91.78275	9.52775	6.90E+01	31.5705	0.00E+00								
cast25	17	24.951	8.5405	33.6064	92.0153	9.52826	6.38E+01	31.5627	0.00E+00								
cast25	18	26.394	8.539	33.5167	91.87577	9.52912	5.86E+01	31.5547	0.00E+00								
cast25	19	27.8	8.537	33.3726	91.70567	9.52989	5.18E+01	31.5486	0.00E+00								
cast25	20	29.248	8.5344	33.2952	91.64822	9.53047	4.56E+01	31.546	0.00E+00								
cast25	21	30.752	8.5291	33.4022	91.5604	9.53113	4.01E+01	31.5464	0.00E+00								
cast25	22	32.24	8.5231	33.6202	91.49037	9.53258	3.60E+01	31.5442	0.00E+00								
cast25	23	33.682	8.5194	33.4778	91.42032	9.53381	3.22E+01	31.5413	0.00E+00								
cast25	24	35.107	8.5168	33.3996	91.32561	9.53466	2.81E+01	31.5404	0.00E+00								
cast25	25	36.549	8.516	33.3668	91.06596	9.53495	2.43E+01	31.543	0.00E+00								
cast25	26	37.965	8.5148	33.4264	90.79844	9.53525	2.13E+01	31.5406	0.00E+00								
cast25	27	39.461	8.5157	33.5898	90.79357	9.53472	1.88E+01	31.5533	0.00E+00								
cast25	28	41.089	8.5169	33.9265	91.14973	9.53459	1.66E+01	31.5472	0.00E+00								
cast25	29	42.557	8.5144	33.7782	91.41605	9.53523	1.47E+01	31.5403	0.00E+00								
cast25	30	44.004	8.5138	33.5356	91.17636	9.5356	1.31E+01	31.5408	0.00E+00								
cast25	31	45.319	8.5141	33.2953	90.32119	9.53629	1.17E+01	31.5302	0.00E+00								
cast25	32	46.748	8.5139	33.8549	89.72846	9.53599	1.04E+01	31.5343	0.00E+00								
cast25	33	48.289	8.5151	33.8551	90.2417	9.53567	9.15E+00	31.5397	0.00E+00								
cast25	34	49.938	8.5175	33.7941	91.32041	9.53503	8.14E+00	31.5424	0.00E+00								
cast25	35	51.439	8.5165	33.9243	91.67183	9.53551	7.36E+00	31.5309	0.00E+00								
cast25	36	52.731	8.5164	33.8904	91.47846	9.53644	6.67E+00	31.5193	0.00E+00								
cast25	37	54.033	8.5163	33.8524	90.9745	9.5366	6.02E+00	31.5167	0.00E+00								
cast25	38	55.37	8.5161	34.1266	90.37821	9.5365	5.44E+00	31.5189	0.00E+00								
cast25	39	56.972	8.5243	34.0626	90.35318	9.53455	4.91E+00	31.5422	0.00E+00								
cast25	40	58.661	8.5328	33.7797	90.99504	9.53198	4.49E+00	31.5471	0.00E+00								
cast25	41	60.187	8.5332	33.5251	91.41485	9.53149	4.14E+00	31.5382	0.00E+00								
cast25	42	61.585	8.5309	34.4786	91.47795	9.53201	3.82E+00	31.5359	0.00E+00								
cast25	43	63.024	8.5303	34.7004	91.40148	9.53241	3.54E+00	31.5355	0.00E+00								
cast25	44	64.458	8.5305	34.0728	91.08037	9.53245	3.29E+00	31.5356	0.00E+00								
cast25	45	65.889	8.5306	34.1587	90.85254	9.53242	3.08E+00	31.535	0.00E+00								
cast25	46	67.309	8.5309	34.1685	90.75403	9.5325	2.88E+00	31.5335	0.00E+00								
cast25	47	68.713	8.5331	33.9583	90.57714	9.5322	2.72E+00	31.5358	0.00E+00								
cast25	48	70.138	8.5368	34.3658	90.20416	9.53134	2.57E+00	31.5401	0.00E+00								
cast25	49	71.716	8.5429	34.8038	90.36944	9.53011	2.44E+00	31.5448	0.00E+00								
cast25	50	73.366	8.5506	35.2955	91.18261	9.52813	2.33E+00	31.5495	0.00E+00								
cast25	51	74.862	8.5517	33.8617	91.5584	9.52752	2.24E+00	31.5428	0.00E+00								
cast25	52	76.217	8.5531	33.9966	91.06711	9.52732	2.16E+00	31.5441	0.00E+00								
cast25	53	77.496	8.5533	34.5576	90.05232	9.52736	2.09E+00	31.5392	0.00E+00								
cast25	54	78.853	8.5541	34.2772	89.34058	9.52702	2.02E+00	31.5429	0.00E+00								
cast25	55	80.376	8.5553	34.2126	89.6468	9.52659	1.96E+00	31.5466	0.00E+00								
cast25	56	82.039	8.5564	34.4098	90.76647	9.52631	1.91E+00	31.5461	0.00E+00								
cast25	57	83.524	8.5566	34.296	91.26378	9.52631	1.87E+00	31.5439	0.00E+00								
cast25	58	84.763	8.5572	34.2642	90.9034	9.5263	1.83E+00	31.5437	0.00E+00								
cast25	59	85.894	8.5578	34.2579	89.68599	9.52612	1.80E+00	31.5441	0.00E+00								
cast25	60	87.204	8.5852	34.4106	81.67439	9.51882	1.69E+00	31.5639	0.00E+00								
cast34	1	1.893	9.6317	34.046	93.44091	9.19016	1.49E+02	30.6805	0.00E+00								
cast34	2	3.068	9.1898	30.2659	91.10572	9.3721	5.33E+01	31.4955	0.00E+00								
cast34	3	4.466	9.1048	31.3943	89.00633	9.38964	6.04E+01	31.647	0.00E+00								
cast34	4	5.911	9.0176	31.9365	87.5415	9.4079	5.62E+01	31.6908	0.00E+00								
cast34	5	7.332	8.9567	32.2903	87.18284	9.42008	5.57E+01	31.771	0.00E+00								
cast34	6	8.767	8.9092	32.5102	88.63248	9.43136	5.70E+01	31.7675	0.00E+00								
cast34	7	10.239	8.8728	32.649	90.32962	9.44219	5.89E+01	31.7512	0.00E+00								
cast34	8	11.732	8.8381	32.8895	91.31352	9.45219	6.12E+01	31.7012	0.00E+00								
cast34	9	13.242	8.8069	32.9723	92.0849	9.46107	6.77E+01	31.6755	0.00E+00								
cast34	10	14.7	8.7889	32.9136	92.22749	9.46772	7.34E+01	31.6575	0.00E+00								
cast34	11	16.108	8.7832	33.116	91.75669	9.47142	8.14E+01	31.6458	0.00E+00								
cast34	12	17.498	8.7803	33.2527	91.32263	9.47249	8.75E+01	31.6395	0.00E+00								
cast34	13	19.009	8.7822	33.5777	91.61706	9.47241	9.52E+01	31.6422	0.00E+00								
