analysis date,description,sample date,sample ID,Sample T⁰C,Sample Depth,Sample Salinity (ppt),alk (µeq/kg),TCO2 (µmol/kg),pco2_in situ (µatm),co2aq (µmol/kg),bicarb (µmol/kg),co3 (µmol/kg),pHt,omega-C,omega-A
8/5/2021,T9,2017-10-17,T9_6_102m_(3)_17Oct17,9.6813,102,31.1522,2059.26,1875.99,289.45,13.12,1734.56,128.32,8.127,2.996,1.947
8/5/2021,T9,2017-10-17,T9_10_0m_(1)_17Oct17,8.3666,0,27.3263,2100.91,2016.24,531.35,25.75,1915.64,74.85,7.914,1.843,1.193
8/5/2021,T9,2017-10-17,T9_10_0m_(2)_17Oct17,8.3666,0,27.3263,2110.92,1954.31,308.28,14.94,1822.59,116.78,8.129,2.876,1.862
8/5/2021,T9,2017-10-17,T9_10_0m_(3)_17Oct17,8.3666,0,27.3263,2131.77,1970.46,303.69,14.72,1835.51,120.23,8.138,2.961,1.917
12/17/2019,T9,2017-11-07,T9_6_0m_1_7Nov2017,8.2102,0,30.3368,2026.23,1922.52,459.75,22.01,1818.59,81.92,7.948,1.963,1.271
12/17/2019,T9,2017-11-07,T9_6_0m_2_7Nov2017,8.2102,0,30.3368,2159.25,1990.01,317.19,15.18,1851.72,123.1,8.117,2.95,1.91
12/17/2019,T9,2017-11-07,T9_6_0m_3_7Nov2017,8.2102,0,30.3368,2099.72,1949.61,343.89,16.46,1823.08,110.06,8.075,2.637,1.707
12/17/2019,T9,2017-11-07,T9_6_342_1_7Nov2017,8.8929,104,30.9042,2201.05,2024.17,326.14,15.2,1880.5,128.46,8.108,3.003,1.949
12/17/2019,T9,2017-11-07,T9_6_342_2_7Nov2017,8.8929,104,30.9042,2115.24,2004.85,485.51,22.63,1894.62,87.59,7.939,2.048,1.329
12/17/2019,T9,2017-11-07,T9_6_342_3_7Nov2017,8.8929,104,30.9042,2236.49,2048.99,314.05,14.64,1898.39,135.96,8.129,3.179,2.063
8/11/2021,T9,2017-11-07,T9_1_0m_(1)_7Nov17,8.1316,0,31.13035,2096.14,2048.68,790.26,37.76,1955.18,55.74,7.743,1.327,0.859
8/11/2021,T9,2017-11-07,T9_1_0m_(2)_7Nov17,8.1316,0,31.13035,2106.69,1931.15,296.75,14.18,1792.24,124.74,8.13,2.968,1.921
8/11/2021,T9,2017-11-07,T9_1_0m_(3)_7Nov17,8.1316,0,31.13035,2097.71,1921.36,292.97,14,1782.41,124.96,8.134,2.974,1.925
8/11/2021,T9,2017-12-14,T9_10_0m_(1)_14Dec17,4.4459,0,26.9932,1754.86,1670.98,345.2,19.25,1586.47,65.26,8.007,1.609,1.034
8/11/2021,T9,2017-12-14,T9_10_0m_(2)_14Dec17,4.4459,0,26.9932,1782.01,1650,231.03,12.88,1544.69,92.43,8.17,2.279,1.465
8/11/2021,T9,2017-12-14,T9_10_0m_(3)_14Dec17,4.4459,0,26.9932,1791.03,1667.42,249.68,13.92,1565.63,87.86,8.142,2.167,1.393
8/11/2021,T9,2017-12-14,T9_6_0m_(1)_14Dec17,5.1353,0,29.8369,2059.84,1907.41,282.77,15.12,1782.54,109.74,8.141,2.64,1.699
8/11/2021,T9,2017-12-14,T9_6_0m_(2)_14Dec17,5.1353,0,29.8369,2055.45,1893.39,263.48,14.09,1763.96,115.33,8.167,2.775,1.786
8/11/2021,T9,2017-12-14,T9_6_0m_(3)_14Dec17,5.1353,0,29.8369,2068.55,1924.42,302.13,16.16,1803.16,105.1,8.117,2.529,1.627
8/11/2021,T9,2018-01-17,T9_1_0m_(1)_17Jan18,5.2313,0,30.9542,2152.57,2004.61,325.24,17.22,1878.57,108.82,8.102,2.594,1.67
8/11/2021,T9,2018-01-17,T9_1_0m_(2)_17Jan18,5.2313,0,30.9542,2145.35,2001.59,333.03,17.63,1877.77,106.18,8.091,2.531,1.629
8/11/2021,T9,2018-01-17,T9_1_0m_(3)_17Jan18,5.2313,0,30.9542,2158.81,2000.64,304.82,16.14,1869.51,114.99,8.128,2.741,1.764
8/11/2021,T9,2018-01-17,T9_10_0m_(1)_17Jan18,4.8202,0,30.9697,2163.35,2003.6,297.41,15.98,1871.72,115.91,8.137,2.763,1.777
8/11/2021,T9,2018-01-17,T9_10_0m_(2)_17Jan18,4.8202,0,30.9697,2159.74,1986.06,270.51,14.53,1847.39,124.14,8.173,2.959,1.903
8/11/2021,T9,2018-01-17,T9_10_0m_(3)_17Jan18,4.8202,0,30.9697,2157.08,1994.16,289.7,15.57,1860.96,117.63,8.146,2.804,1.803
8/11/2021,T9,2018-01-17,T9_6_0m_(1)_17Jan18,4.9648,0,31.0733,2178.92,2021.15,307.88,16.45,1889.58,115.13,8.127,2.741,1.764
8/11/2021,T9,2018-01-17,T9_6_0m_(2)_17Jan18,4.9648,0,31.0733,2160.29,1999.76,297.82,15.91,1867.59,116.26,8.136,2.768,1.781
8/11/2021,T9,2018-01-17,T9_6_0m_(3)_17Jan18,4.9648,0,31.0733,2173.48,2023.72,323.71,17.29,1896.17,110.26,8.107,2.625,1.689
8/11/2021,T9,2018-01-17,T9_6_101m_(1)_17Jan18,5.1061,101,31.1845,2184.55,2009.15,277.69,14.75,1868.82,125.58,8.162,2.927,1.886
8/11/2021,T9,2018-01-17,T9_6_101m_(2)_17Jan18,5.1061,101,31.1845,2196.55,2028.54,294.09,15.62,1891.46,121.46,8.143,2.831,1.824
8/11/2021,T9,2018-01-17,T9_6_101m_(3)_17Jan18,5.1061,101,31.1845,2175.28,2009.81,294.02,15.62,1874.83,119.36,8.139,2.782,1.793
8/16/2021,T9,2018-03-27,T9_1_0m_(1)_27Mar18,3.5118,0,31.5085,2164.47,2086.71,526.52,29.58,1987.03,70.11,7.91,1.664,1.068
8/16/2021,T9,2018-03-27,T9_1_0m_(2)_27Mar18,3.5118,0,31.5085,2138.34,2011.01,350.69,19.7,1895.53,95.79,8.066,2.274,1.459
8/16/2021,T9,2018-03-27,T9_1_0m_(3)_27Mar18,3.5118,0,31.5085,2153.35,2038.75,389.88,21.9,1927.74,89.11,8.027,2.115,1.357
8/16/2021,KB03,2018-03-27,KB03_0m_(1)_27Mar18,4.1838,0,31.7463,2195.36,2029.79,291.34,15.95,1894.38,119.47,8.148,2.83,1.818
8/16/2021,KB03,2018-03-27,KB03_0m_(2)_27Mar18,4.1838,0,31.7463,2153.97,2030.32,377.68,20.67,1915.43,94.22,8.04,2.232,1.434
8/16/2021,KB03,2018-03-27,KB03_0m_(3)_27Mar18,4.1838,0,31.7463,2185.21,2045.52,344.45,18.85,1922.59,104.08,8.082,2.465,1.584
8/16/2021,KB03,2018-03-27,KB03_107m_(1)_27Mar18,4.049,107,31.7672,2175.11,2018.86,302.99,16.66,1889.05,113.15,8.124,2.621,1.686
8/16/2021,KB03,2018-03-27,KB03_107m_(3)_27Mar18,4.049,107,31.7672,2196.92,2035.5,297.73,16.37,1902.35,116.77,8.135,2.705,1.74
8/16/2021,T9,2018-03-27,T9_10_0m_(1)_27Mar18,3.1781,0,30.9995,2189.42,2021.93,268.4,15.31,1885.94,120.68,8.179,2.877,1.845
8/16/2021,T9,2018-03-27,T9_10_0m_(2)_27Mar18,3.1781,0,30.9995,2201.06,2045.85,293.88,16.77,1915.39,113.69,8.147,2.71,1.738
8/16/2021,T9,2018-03-27,T9_10_0m_(3)_27Mar18,3.1781,0,30.9995,2191.04,2032.15,284.5,16.23,1900.33,115.6,8.157,2.756,1.767
8/16/2021,T9,2018-03-27,T9_6_0m_(1)_27Mar18,3.2835,0,31.3694,2165.28,2025.4,322.49,18.29,1903.5,103.61,8.103,2.462,1.579
8/16/2021,T9,2018-03-27,T9_6_0m_(2)_27Mar18,3.2835,0,31.3694,2221.53,2058.4,287.4,16.3,1923.4,118.7,8.158,2.821,1.809
8/16/2021,T9,2018-03-27,T9_6_0m_(3)_27Mar18,3.2835,0,31.3694,2180.67,2029.36,301.41,17.09,1901.63,110.64,8.132,2.629,1.686
8/17/2021,T9,2018-03-27,T9_6_(1)_27Mar18,4.0482,99,31.7616,2172.19,2049.65,383.27,21.08,1934.74,93.83,8.033,2.178,1.4
8/17/2021,T9,2018-03-27,T9_6_(2)_27Mar18,4.0482,99,31.7616,2185.9,2058.71,374.16,20.58,1941.35,96.77,8.045,2.246,1.444
8/17/2021,T9,2018-03-27,T9_6_(3)_27Mar18,4.0482,99,31.7616,2167.7,2039.5,366.52,20.16,1922.46,96.88,8.05,2.248,1.446
8/17/2021,T9,2018-04-23,T9_S01_0m_(1)_23Apr18,4.6584,0,31.6216,2150.08,1978.14,274.32,14.77,1841.12,122.25,8.164,2.898,1.864
8/17/2021,T9,2018-04-23,T9_S01_0m_(2)_23Apr18,4.6584,0,31.6216,2199.69,2020.09,271.87,14.64,1877.21,128.24,8.176,3.04,1.955
8/17/2021,T9,2018-04-23,T9_S01_0m_(3)_23Apr18,4.6584,0,31.6216,2157.51,1987.29,279.09,15.03,1850.83,121.44,8.159,2.879,1.851
8/17/2021,T9,2018-04-23,T9_10_0m_(1)_23Apr18,5.6624,0,30.9559,2128.29,1879.74,174.31,9.09,1700.8,169.86,8.331,4.048,2.608
8/17/2021,T9,2018-04-23,T9_10_0m_(2)_23Apr18,5.6624,0,30.9559,2142.08,1895.55,178.55,9.31,1717.2,169.04,8.324,4.029,2.595
8/17/2021,T9,2018-04-23,T9_10_0m_(3)_23Apr18,5.6624,0,30.9559,2132.83,1927.69,225.24,11.74,1773.09,142.86,8.237,3.405,2.193
8/17/2021,T9,2018-04-23,T9_6_0m_(1)_23Apr18,5.053,0,31.4263,2144.44,1932.85,215.9,11.47,1774.88,146.49,8.253,3.478,2.238
8/17/2021,T9,2018-04-23,T9_6_0m_(2)_23Apr18,5.053,0,31.4263,2187.87,1940.1,182.37,9.69,1759.9,170.5,8.323,4.048,2.605
8/17/2021,T9,2018-04-23,T9_6_0m_(3)_23Apr18,5.053,0,31.4263,2152.86,1921.96,194.32,10.33,1752.89,158.75,8.294,3.769,2.425
8/17/2021,KB10,2018-04-23,KB10_0m_(1)_23Apr18,5.2579,0,31.1538,2150.37,1929.21,205.4,10.85,1765.38,152.98,8.274,3.64,2.343
8/17/2021,KB10,2018-04-23,KB10_0m_(2)_23Apr18,5.2579,0,31.1538,2113.66,1976.38,342.42,18.09,1856.78,101.51,8.074,2.415,1.555
8/17/2021,KB10,2018-04-23,KB10_0m_(3)_23Apr18,5.2579,0,31.1538,2148.6,1964.45,256.82,13.57,1820.74,130.14,8.19,3.097,1.993
8/17/2021,T4,2018-04-23,T4_02_0m_(1)_23Apr18,5.1995,0,31.7433,2160.8,2008.9,324.84,17.14,1880.95,110.82,8.101,2.624,1.689
8/17/2021,T4,2018-04-23,T4_02_0m_(2)_23Apr18,5.1995,0,31.7433,2153.6,2008.53,338.57,17.86,1884,106.67,8.084,2.526,1.626
8/17/2021,T4,2018-04-23,T4_02_0m_(3)_23Apr18,5.1995,0,31.7433,2192.06,2002.14,260.32,13.73,1854.05,134.36,8.191,3.181,2.048
8/17/2021,T4,2018-04-23,T4_04_0m_(1)_23Apr18,5.111,0,31.7666,2163.61,1989.09,279.34,14.78,1850.09,124.22,8.159,2.941,1.893
8/17/2021,T4,2018-04-23,T4_04_0m_(2)_23Apr18,5.111,0,31.7666,2174.08,1983.25,254.21,13.45,1835.45,134.35,8.197,3.181,2.047
8/17/2021,T4,2018-04-23,T4_04_0m_(3)_23Apr18,5.111,0,31.7666,2186.48,1982.32,236.84,12.53,1826.92,142.87,8.226,3.382,2.177
8/17/2021,T4,2018-04-23,T4_07_0m_(1)_23Apr18,5.4103,0,31.6407,2190.67,2059.47,386.42,20.25,1939.41,99.81,8.04,2.365,1.523
8/17/2021,T4,2018-04-23,T4_07_0m_(2)_23Apr18,5.4103,0,31.6407,2116.26,2011.5,446.25,23.38,1904.75,83.37,7.97,1.976,1.272
8/17/2021,T4,2018-04-23,T4_07_0m_(3)_23Apr18,5.4103,0,31.6407,2168.09,1991.92,280.11,14.68,1851.72,125.52,8.16,2.974,1.915
8/17/2021,T9,2018-05-24,T9_10_0m_(1)_24May18,7.9699,0,30.3211,2105.53,1828.87,158.94,7.67,1632.44,188.76,8.362,4.523,2.927
8/17/2021,T9,2018-05-24,T9_10_0m_(2)_24May18,7.9699,0,30.3211,2101.42,1824.05,157.69,7.61,1627.37,189.07,8.364,4.531,2.932
8/17/2021,T9,2018-05-24,T9_10_0m_(3)_24May18,7.9699,0,30.3211,2107.73,1830.67,158.94,7.67,1633.91,189.09,8.362,4.531,2.932
8/19/2021,KB03,2018-05-24,KB03_0m_(1)_24May18,,,,,,,,,,,,
8/19/2021,KB03,2018-05-24,KB03_0m_(2)_24May18,,,,,,,,,,,,
8/19/2021,KB03,2018-05-24,KB03_0m_(3)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_1_0m_(1)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_1_0m_(2)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_1_0m_(3)_24May18,,,,,,,,,,,,
8/19/2021,KB10,2018-05-24,KB10_0m_(1)_24May18,,,,,,,,,,,,
8/19/2021,KB10,2018-05-24,KB10_0m_(2)_24May18,,,,,,,,,,,,
8/19/2021,KB10,2018-05-24,KB10_0m_(3)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_6_0m_(1)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_6_0m_(2)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_6_0m_(3)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_6_102m_(1)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_6_102m_(2)_24May18,,,,,,,,,,,,
8/19/2021,T9,2018-05-24,T9_6_102m_(3)_24May18,,,,,,,,,,,,
8/19/2021,T4,2018-06-25,T4_2_0m_(1)_25Jun18,,,,,,,,,,,,
8/19/2021,T4,2018-06-25,T4_2_0m_(2)_25Jun18,,,,,,,,,,,,
8/19/2021,T4,2018-06-25,T4_2_0m_(3)_25Jun18,,,,,,,,,,,,
8/19/2021,T4,2018-06-25,T4_2_(1)_25Jun18,,,,,,,,,,,,
8/19/2021,T4,2018-06-25,T4_2_(2)_25Jun18,,,,,,,,,,,,
8/19/2021,T4,2018-06-25,T4_2_(3)_25Jun18,,,,,,,,,,,,
8/20/2021,T9,2018-08-23,T9_1_0m_(1)_23Aug18,11.8709,0,25.5239,1772.06,1650.66,330.12,14.39,1546.9,89.37,8.043,2.248,1.465
8/20/2021,T9,2018-08-23,T9_1_0m_(2)_23Aug18,11.8709,0,25.5239,1772.83,1656.69,345.4,15.05,1555.29,86.35,8.025,2.172,1.415
8/20/2021,T9,2018-08-23,T9_1_0m_(3)_23Aug18,11.8709,0,25.5239,1770.04,1633.59,291.22,12.69,1522.73,98.17,8.09,2.469,1.609
8/20/2021,T9,2018-08-23,T9_10_0m_(1)_23Aug18,11.6318,0,27.148,1765.94,1670.6,426.16,18.54,1578.62,73.44,7.936,1.816,1.183
8/20/2021,T9,2018-08-23,T9_10_0m_(2)_23Aug18,11.6318,0,27.148,1767.07,1656.57,373.04,16.23,1558.56,81.78,7.989,2.023,1.318
8/20/2021,T9,2018-08-23,T9_10_0m_(3)_23Aug18,11.6318,0,27.148,1738.39,1769.28,1537.13,66.89,1679.36,23.04,7.406,0.57,0.371
8/20/2021,KB10,2018-08-23,KB10_0m_(1)_23Aug18,11.3445,0,26.5035,2146.67,2047.95,542.29,23.91,1939.11,84.94,7.921,2.114,1.376
8/20/2021,KB10,2018-08-23,KB10_0m_(2)_23Aug18,11.3445,0,26.5035,2159.99,2074.73,610.82,26.93,1969.97,77.83,7.877,1.937,1.261
8/20/2021,KB10,2018-08-23,KB10_0m_(3)_23Aug18,11.3445,0,26.5035,2155.16,2042.56,489.14,21.56,1927.91,93.09,7.964,2.317,1.508
8/20/2021,KB03,2018-08-23,KB03_0m_(1)_23Aug18,10.9484,0,30.7583,2116.08,1937.62,327.64,14.28,1795.29,128.05,8.098,3.06,1.991
8/20/2021,KB03,2018-08-23,KB03_0m_(2)_23Aug18,10.9484,0,30.7583,2122.59,1951.88,346.39,15.1,1813.23,123.55,8.078,2.952,1.921
8/20/2021,KB03,2018-08-23,KB03_0m_(3)_23Aug18,10.9484,0,30.7583,2115.23,1935.18,324.09,14.12,1792.07,128.99,8.102,3.082,2.005
8/20/2021,KB03,2018-09-17,KB03_100m_(1)_17Sept18,8.9841,100,31.1832,2158.5,2020.83,414.59,19.24,1897.68,103.91,8.008,2.425,1.574
8/24/2021,T9,2018-10-17,T9_10_0m_(1)_17Oct18,8.586,0,18.2,1453.34,1370.71,242.13,12.28,1294.64,63.79,8.111,1.744,1.13
8/24/2021,T9,2018-10-17,T9_10_0m_(2)_17Oct18,8.586,0,18.3,1465.06,1409.51,340.76,17.27,1343.34,48.9,7.979,1.335,0.865
8/24/2021,T9,2018-10-17,T9_10_0m_(3)_17Oct18,8.586,0,18.3,1446.28,1369.45,257.73,13.06,1296.2,60.2,8.084,1.644,1.065
8/24/2021,T9,2018-10-17,T9_1_0m_(2)_17Oct18,9.2132,0,22.1,1652.06,1563.04,321.58,15.6,1477.85,69.58,8.035,1.81,1.174
8/24/2021,T9,2018-10-17,T9_1_0m_(3)_17Oct18,9.2132,0,22.1,1654.48,1560.2,305.94,14.85,1472.73,72.63,8.055,1.889,1.225
8/24/2021,KB10,2018-10-17,KB10_0m_(1)_17Oct18,8.9252,0,20.4,1505.83,1447.33,368.45,18.23,1378.61,50.48,7.95,1.34,0.869
8/24/2021,KB10,2018-10-17,KB10_0m_(2)_17Oct18,8.9252,0,20.3,1526.04,1457.14,331.33,16.41,1384.25,56.49,7.998,1.501,0.973
8/24/2021,KB10,2018-10-17,KB10_0m_(3)_17Oct18,8.9252,0,20.3,1527.66,1451.72,306.37,15.17,1376.17,60.38,8.029,1.605,1.04
8/24/2021,KB10,2018-10-17,KB10_60m_(1)_17Oct18,9.3868,60,30.9,2165.15,2049.64,494.4,22.67,1935.07,91.9,7.944,2.167,1.407
8/24/2021,KB10,2018-10-17,KB10_60m_(2)_17Oct18,9.3868,60,30.9,2158.92,2044.83,497.47,22.81,1931.06,90.95,7.94,2.145,1.392
8/24/2021,KB10,2018-10-17,KB10_60m_(3)_17Oct18,9.3868,60,30.9,2153.1,2048.79,533.74,24.47,1938.86,85.46,7.911,2.015,1.308
8/24/2021,KB03,2018-10-17,KB03_0m_(1)_17Oct18,9.8674,0,29.9,2098.95,1918.89,298.31,13.54,1776.42,128.94,8.132,3.104,2.015
8/24/2021,KB03,2018-10-17,KB03_0m_(2)_17Oct18,9.8674,0,30.1,2103.49,1925.19,304.53,13.8,1783.57,127.81,8.124,3.071,1.994
8/24/2021,KB03,2018-10-17,KB03_0m_(3)_17Oct18,9.8674,0,30.1,2090.16,1918.12,313.68,14.22,1780.27,123.63,8.111,2.97,1.929
8/24/2021,KB03,2018-10-17,KB03_100m_(1)_17Oct18,9.27,100,30.9,2138.55,1975.47,344.66,15.87,1841.05,118.56,8.077,2.775,1.802
8/24/2021,KB03,2018-10-17,KB03_100m_(2)_17Oct18,9.27,100,30.9,2081.31,1983.67,532.03,24.49,1879.16,80.02,7.897,1.873,1.216
8/24/2021,KB03,2018-10-17,KB03_100m_(3)_17Oct18,9.27,100,30.9,2131.27,1996.9,417.79,19.23,1876.11,101.56,8.001,2.377,1.544
8/24/2021,T9,2018-10-17,T9_6_0m_(1)_17Oct18,8.5001,0,21.8,1645.74,1541.8,265.54,13.22,1450.51,78.06,8.108,2.036,1.318
8/24/2021,T9,2018-10-17,T9_6_0m_(2)_17Oct18,8.5001,0,21.8,1620.03,1549.22,363.21,18.09,1472.33,58.8,7.979,1.533,0.993
8/24/2021,T9,2018-10-17,T9_6_0m_(3)_17Oct18,8.5001,0,21.8,1646.54,1570.05,350.07,17.44,1490.13,62.49,8,1.629,1.055
8/24/2021,T9,2018-10-17,T9_6_101m_(1)_17Oct18,9.2776,101,30.7,1822.1,1718.55,412.88,19.02,1622.89,76.63,7.944,1.796,1.166
8/24/2021,T9,2018-10-17,T9_6_101m_(2)_17Oct18,9.2776,101,30.9,2065.65,1948.32,450.96,20.75,1837.3,90.27,7.959,2.112,1.372
8/24/2021,T9,2018-10-17,T9_6_101m_(3)_17Oct18,9.2776,101,30.9,1956.74,1836.29,404.14,18.6,1728.54,89.15,7.98,2.086,1.355
8/25/2021,T9,2018-10-17,T9_6_101m_(1)_17Oct18,9.2776,101,30.7,1822.1,1718.55,412.88,19.02,1622.89,76.63,7.944,1.796,1.166
8/25/2021,T9,2018-10-17,T9_6_101m_(2)_17Oct18,9.2776,101,30.9,2065.65,1948.32,450.96,20.75,1837.3,90.27,7.959,2.112,1.372
8/25/2021,T9,2018-10-17,T9_6_101m_(3)_17Oct18,9.2776,101,30.9,1956.74,1836.29,404.14,18.6,1728.54,89.15,7.98,2.086,1.355
8/24/2021,T9,2018-11-08,T9_6_0m_(1)_8Nov18,7.7764,0,29.9,1951.8,1825.19,351.16,17.11,1715.36,92.73,8.039,2.231,1.443
8/25/2021,T9,2018-11-08,T9_6_0m_(1)_8Nov18,7.7764,0,29.9,1951.8,1825.19,351.16,17.11,1715.36,92.73,8.039,2.231,1.443
9/2/2021,T9,2018-11-08,T9_6_0m_(2)_8Nov18,7.7764,0,30.2346,2100.03,1987.48,443.6,21.57,1877.41,88.51,7.976,2.123,1.373
9/2/2021,T9,2018-11-08,T9_6_0m_(3)_8Nov18,7.7764,0,30.2346,2107.96,1987.99,421.63,20.5,1874.65,92.84,7.998,2.227,1.44
9/2/2021,T9,2018-11-08,T9_6_101m_(1)_8Nov18,8.5267,101,30.7857,2097.85,1964.69,396.85,18.74,1846.12,99.83,8.014,2.337,1.516
9/2/2021,T9,2018-11-08,T9_6_101m_(2)_8Nov18,8.5267,101,30.7857,2107.02,1964.66,374.19,17.67,1841.63,105.36,8.039,2.467,1.6
9/2/2021,T9,2018-11-08,T9_6_101m_(3)_8Nov18,8.5267,101,30.7857,2140.72,1985.68,351.98,16.63,1855.37,113.68,8.069,2.662,1.726
9/2/2021,KB10,2018-11-08,KB10_0m_(1)_8Nov18,8.2327,0,30.435,2109.73,1978.58,398.18,19.04,1860.28,99.26,8.02,2.376,1.538
9/2/2021,KB10,2018-11-08,KB10_0m_(2)_8Nov18,8.2327,0,30.435,2119.89,1983.26,385.73,18.44,1862.15,102.67,8.035,2.458,1.591
9/2/2021,KB10,2018-11-08,KB10_0m_(3)_8Nov18,8.2327,0,30.435,2134.38,1994.74,381.79,18.25,1871.69,104.8,8.041,2.509,1.624
9/2/2021,KB10,2018-11-08,KB10_101m_(1)_8Nov18,8.6435,101,30.6724,2131.79,1965.03,323.73,15.24,1829.26,120.53,8.099,2.825,1.832
9/2/2021,KB10,2018-11-08,KB10_101m_(2)_8Nov18,8.6435,101,30.6724,2122.17,1964.31,340.91,16.05,1833.3,114.96,8.078,2.694,1.748
9/2/2021,KB10,2018-11-08,KB10_101m_(3)_8Nov18,8.6435,101,30.6724,2120.82,1978.77,379.87,17.88,1855.23,105.65,8.036,2.476,1.606
9/2/2021,T4,2018-11-08,T4_3_(1)_14May19,6.3342,108,31.9209,2199.98,2029.87,312.98,15.84,1891.37,122.66,8.119,2.838,1.833
9/2/2021,T4,2018-11-08,T4_3_(2)_14May19,6.3342,108,31.9209,2218.33,2047.53,316.12,16,1907.95,123.58,8.118,2.859,1.847
9/2/2021,T4,2018-11-08,T4_3_(3)_14May19,6.3342,108,31.9209,2208.18,2055.83,354.01,17.92,1925.52,112.39,8.073,2.6,1.68
7/8/2021,T9,2019-02-07,T9_6_(1)_0m_7Feb19,4.4432,0,31.0787,2163.24,2009.26,304.98,16.6,1880.35,112.3,8.127,2.674,1.719
7/8/2021,T9,2019-02-07,T9_6_(2)_0m_7Feb19,4.4432,0,31.0787,2140.02,1985.76,298.88,16.27,1857.64,111.85,8.13,2.663,1.712
7/8/2021,T9,2019-02-07,T9_6_(3)_0m_7Feb19,4.4432,0,31.0787,2163.32,2021.95,332.82,18.12,1898.88,104.95,8.093,2.499,1.606
7/8/2021,T9,2019-02-07,T9_6_(1)_100m_7Feb19,6.0091,100,31.5534,2131.14,2010.92,409.89,21.03,1897.68,92.2,8.003,2.143,1.383
7/8/2021,T9,2019-02-07,T9_6_(2)_100m_7Feb19,6.0091,100,31.5534,2137.51,2018.85,416.64,21.38,1905.97,91.5,7.997,2.127,1.373
7/8/2021,T9,2019-02-07,T9_6_(3)_100m_7Feb19,6.0091,100,31.5534,2164.78,2037.48,398.79,20.46,1920,97.01,8.02,2.255,1.455
7/8/2021,T4,2019-02-07,T4_2_(1)_0m_7Feb19,6.04,0,31.5307,2151.9,2027.92,405.53,20.79,1912.11,95.01,8.015,2.253,1.453
7/8/2021,T4,2019-02-07,T4_2_(2)_0m_7Feb19,6.04,0,31.5307,2161.88,2019.38,357.8,18.34,1895.24,105.79,8.066,2.509,1.618
7/8/2021,T4,2019-02-07,T4_2_(3)_0m_7Feb19,6.04,0,31.5307,2163.46,2027.07,373.96,19.17,1905.57,102.33,8.049,2.427,1.565
7/8/2021,T4,2019-02-07,T4_2_(1)_102m_7Feb19,6.0234,102,31.5579,2166.75,2019.12,346.17,17.75,1892.69,108.68,8.075,2.525,1.63
7/8/2021,T4,2019-02-07,T4_2_(2)_102m_7Feb19,6.0234,102,31.5579,2166.99,2026.79,364.57,18.7,1903.69,104.4,8.055,2.426,1.566
7/8/2021,T4,2019-02-07,T4_2_(3)_102m_7Feb19,6.0234,102,31.5579,2185.89,2046.9,372.94,19.13,1923.57,104.2,8.049,2.421,1.563
7/8/2021,T6,2019-02-08,T6_5_(1)_0m_8Feb19,6.3742,0,31.6574,2167.82,2015.1,341.04,17.27,1885.92,111.92,8.085,2.651,1.71
7/8/2021,T6,2019-02-08,T6_5_(2)_0m_8Feb19,6.3742,0,31.6574,2182.2,2023.06,330.33,16.72,1890.26,116.08,8.1,2.75,1.774
7/8/2021,T6,2019-02-08,T6_5_(3)_0m_8Feb19,6.3742,0,31.6574,2126.17,1982.82,352.18,17.83,1859.61,105.37,8.065,2.496,1.61
7/8/2021,T6,2019-02-08,T6_5_(1)_8Feb19,6.4351,102,31.6558,2150.2,2014.75,379.88,19.19,1894.23,101.32,8.036,2.352,1.52
7/8/2021,T6,2019-02-08,T6_5_(2)_8Feb19,6.4351,102,31.6558,2156.9,2006.51,344.03,17.38,1879.04,110.09,8.076,2.556,1.651
7/8/2021,T6,2019-02-08,T6_5_(3)_8Feb19,6.4351,102,31.6558,2145.88,2011.87,382.57,19.33,1892.15,100.39,8.033,2.331,1.506
7/8/2021,AB03,2019-03-19,AB03_(1)_19Mar19,5.6551,107,31.7837,2178.33,2014.63,310.3,16.1,1880.4,118.13,8.118,2.736,1.765
7/8/2021,AB03,2019-03-19,AB03_(2)_19Mar19,5.6551,107,31.7837,2148.21,2010.3,361.55,18.76,1889.2,102.34,8.053,2.371,1.529
7/8/2021,AB03,2019-03-19,AB03_(3)_19Mar19,5.6551,107,31.7837,2211.51,2088.7,422.11,21.9,1971.35,95.44,8.004,2.211,1.426
7/8/2021,AB03,2019-03-19,AB03_(1)_0m_19Mar19,5.5898,0,31.6845,2162.6,2041.97,412.49,21.47,1927.3,93.2,8.01,2.208,1.422
7/8/2021,AB03,2019-03-19,AB03_(2)_0m_19Mar19,5.5898,0,31.6845,2232.68,2051.96,289.27,15.06,1906.82,130.09,8.159,3.082,1.985
7/8/2021,AB03,2019-03-19,AB03_(3)_0m_19Mar19,5.5898,0,31.6845,2190.56,2041.77,344.79,17.94,1913.87,109.95,8.084,2.604,1.678
