Cruise	Station	Type	mon/day/yr	hh:mm	Lon (E)	Lat (N)	Bot. Depth [m]	Press	Temperature [C]	fluor [v]	Depth [m]	Sigma	Salinity [psu]
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	7	9.3303	0.7629	6.934	24.1293	31.2466
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	8	8.6756	0.798	7.925	24.2782	31.3084
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	9	8.6402	0.7867	8.916	24.2727	31.2951
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	10	8.549	0.7767	9.906	24.2848	31.2932
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	11	8.4779	0.7662	10.897	24.2933	31.2907
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	12	8.421	0.7536	11.888	24.3018	31.2909
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	13	8.3168	0.7154	12.878	24.3212	31.2963
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	14	8.2793	0.6804	13.869	24.345	31.3198
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	15	8.2019	0.665	14.859	24.3646	31.3304
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	16	8.1754	0.6422	15.85	24.3649	31.3259
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	17	8.1638	0.6424	16.84	24.3661	31.3253
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	18	8.1574	0.6376	17.831	24.3661	31.3242
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	19	8.1463	0.6303	18.822	24.3669	31.3231
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	20	8.1339	0.6267	19.812	24.3715	31.3266
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	21	8.1267	0.6273	20.803	24.3729	31.3271
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	22	8.1069	0.6298	21.793	24.3775	31.3295
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	23	8.0612	0.6228	22.784	24.3931	31.341
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	24	8.0628	0.6105	23.774	24.4048	31.3561
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	25	8.0691	0.6147	24.765	24.4153	31.3707
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	26	8.0735	0.6248	25.755	24.4175	31.3742
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	27	8.0821	0.6159	26.746	24.422	31.3815
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	28	8.084	0.6014	27.736	24.4254	31.3862
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	29	8.0816	0.599	28.727	24.4282	31.3892
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	30	8.0762	0.6034	29.717	24.4338	31.3955
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	31	8.0716	0.6114	30.708	24.4368	31.3984
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	32	8.0661	0.608	31.698	24.4399	31.4014
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	33	8.0667	0.6083	32.689	24.4395	31.401
4	61	c	7/18/2004	23:46	-151.65	59.59167	36	34	8.066	0.6205	33.679	24.4397	31.401
4	63	c	7/18/2004	23:46	-151.65	59.625	28	1	11.8847	0.947	0.991	21.8843	28.9091
4	63	c	7/18/2004	23:46	-151.65	59.625	28	2	11.7772	0.7954	1.981	22.4585	29.6252
4	63	c	7/18/2004	23:46	-151.65	59.625	28	3	11.792	0.8274	2.972	22.4898	29.669
4	63	c	7/18/2004	23:46	-151.65	59.625	28	4	11.2915	0.8499	3.962	22.8022	29.9579
4	63	c	7/18/2004	23:46	-151.65	59.625	28	5	10.6384	0.8503	4.953	23.4341	30.627
4	63	c	7/18/2004	23:46	-151.65	59.625	28	6	9.9453	0.8412	5.944	23.6608	30.7712
4	63	c	7/18/2004	23:46	-151.65	59.625	28	7	9.475	0.9164	6.935	23.7236	30.7559
4	63	c	7/18/2004	23:46	-151.65	59.625	28	8	9.0336	1.0662	7.925	23.7987	30.7648
4	63	c	7/18/2004	23:46	-151.65	59.625	28	9	8.9513	1.136	8.916	23.8873	30.8622
4	63	c	7/18/2004	23:46	-151.65	59.625	28	10	9.0211	1.0502	9.906	23.9497	30.9554
4	63	c	7/18/2004	23:46	-151.65	59.625	28	11	8.9682	0.8001	10.897	24.1599	31.2139
4	63	c	7/18/2004	23:46	-151.65	59.625	28	12	8.9817	0.746	11.887	24.2516	31.3337
4	63	c	7/18/2004	23:46	-151.65	59.625	28	13	9.0716	0.7703	12.878	24.2506	31.35
4	63	c	7/18/2004	23:46	-151.65	59.625	28	14	9.1124	0.7873	13.869	24.2536	31.3619
4	63	c	7/18/2004	23:46	-151.65	59.625	28	15	9.1061	0.7973	14.859	24.2579	31.3661
4	63	c	7/18/2004	23:46	-151.65	59.625	28	16	8.9892	0.8172	15.85	24.2763	31.3667
4	63	c	7/18/2004	23:46	-151.65	59.625	28	17	8.8023	0.8258	16.84	24.3015	31.3627
4	63	c	7/18/2004	23:46	-151.65	59.625	28	18	8.7183	0.8108	17.831	24.3124	31.3606
4	63	c	7/18/2004	23:46	-151.65	59.625	28	19	8.6304	0.7928	18.821	24.3238	31.3583
4	63	c	7/18/2004	23:46	-151.65	59.625	28	20	8.4806	0.7928	19.812	24.3427	31.3542
